name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
megarock#6193226,20,168,0.8235294117647058,2,15,1,8,24,59,50,59.0,1,0,226,97818,7.159322033898305,250,204
H20keven#4917798,189,3402,0.972,13,36,10,15,11133,488,814,1.807407407407408,270,640,54253,439377,143.13196721311476,65386,3500
Ninjadamorte#5255369,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
soyanede#8135289,0,64,0.3106796116504854,0,12,0,3,0,93,17,93.0,0,0,0,74190,0.0,0,206
Kon-Jack13#7310706,0,11,0.28205128205128205,0,3,0,110,0,19,1,19.0,0,16,0,8500,0.0,0,39
Sanaxz,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Zer0Her0#6945836,571,27520,0.983665153518962,27,201,12,111,98933,1548,4668,1.966963151207116,787,7256,399097,4941412,303.76472868217047,498030,27977
Balu1331#3753963,0,300,0.8426966292134831,0,25,2,111,0,163,74,163.0,0,179,0,231690,0.0,0,356
ANMacNK8872#8823422,0,291,0.7404580152671756,0,25,1,110,0,111,63,111.0,0,116,0,228816,0.0,0,393
QtDxsn#5676261,0,41,0.8541666666666666,0,9,0,111,0,24,8,24.0,0,1,0,46075,0.0,0,48
AlienTiddyMalk#4329082,1128,20576,0.9478533259627788,20,172,31,111,72637,2907,3541,3.5408038976857483,821,3938,319234,3702755,158.34922600619194,391871,21708
nico03_sk#4040854,3,688,1.0192592592592593,3,33,1,110,82,267,154,133.5,2,90,405,378005,3.3865168539325845,487,675
migue_mak#9785803,197,4655,0.9383188873211046,6,141,3,111,774,1048,1267,80.61538461538461,13,298,5383,2464441,5.616412213740459,6157,4961
Tony Montana#2778821,0,37,0.6491228070175439,0,5,0,2,0,27,11,27.0,0,0,0,20985,0.0,0,57
thukiddo#3056630,307,5458,0.8975497451077126,11,47,8,44,16127,585,595,2.34,250,766,83680,706524,284.4,99807,6081
Vader_fan2#3665167,185,3868,0.8341600172525341,10,48,6,110,11454,343,663,2.7886178861788617,123,1450,93154,739102,280.83148688046646,104608,4637
Czarsky#1002222,560,18400,1.3559322033898304,30,213,10,111,27697,1881,2700,5.48396501457726,343,2476,154566,5453501,108.91515151515152,182263,13570
Soyuzzz#2655213,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
egwarsk24#4486045,34,294,0.4932885906040269,11,10,3,0,1302,45,51,4.090909090909091,11,58,8655,52905,276.26666666666665,9957,596
Groovytony9#6563440,0,73,0.8111111111111111,0,9,0,4,0,27,16,27.0,0,1,0,45803,0.0,0,90
Karl LaFlame#4446419,3,1,0.047619047619047616,0,2,0,0,0,12,1,12.0,0,0,0,5616,0.0,0,21
Roop#2734764,1899,17342,0.6543904003622505,12,264,39,111,39770,3899,2148,4.011316872427984,972,3052,289101,7634027,149.85442421133624,328871,26501
Booty_patrol12,108,4795,0.966733870967742,15,45,9,110,11082,276,800,1.8523489932885904,149,750,61601,653880,208.71739130434784,72683,4960
halcomb#2868353,220,4530,0.8740111904302528,13,42,9,52,9266,439,663,2.298429319371728,191,609,47031,582795,279.31571753986333,56297,5183
fartbox#3535145,0,3,1.5,0,1,0,0,0,1,0,1.0,0,0,0,1475,0.0,0,2
Delicious#8777454,155,3992,1.0474940960377854,15,42,22,110,14523,396,848,1.9223300970873791,206,772,57613,585505,267.4318181818182,72136,3811
WhiteNeko#3899778,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
MALAGITA99A#6166325,0,0,0.0,0,1,0,110,0,6,0,6.0,0,2,0,2450,0.0,0,16
TinRyley#5192431,3,3,0.375,0,2,1,0,0,4,0,4.0,1,0,0,4446,0.0,0,8
rossee-prefixal#3061906,0,36,0.4044943820224719,0,6,0,110,0,19,15,19.0,0,21,0,24616,0.0,0,89
ZonatePrince903#1147039,10,144,0.6457399103139013,7,5,4,0,544,19,16,3.1666666666666665,6,38,5949,18900,278.65263157894736,6493,223
DDayNW,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Brough#4874228,298,5746,1.0458682198762286,17,76,13,111,20177,877,838,3.669456066945607,239,1292,62254,1196631,121.63854047890536,82431,5494
PPlayer#5584433,0,0,0.0,0,1,0,14,0,0,0,0.0,0,0,0,0,0.0,0,0
Garkaa009#3787325,0,1,0.08333333333333333,0,1,0,0,0,4,0,4.0,0,0,0,1125,0.0,0,12
女乔#6324320,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
XXL CMac#6754078,486,7953,0.9707067008421824,15,222,14,111,15948,2121,1306,10.397058823529411,204,1080,63388,5845490,56.830551626591216,79336,8193
Thek1224#7042438,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,500,0.0,0,1
BobbyLightKiller#4483605,1223,26900,1.082756399935598,24,200,40,111,65458,3034,4186,2.668425681618294,1137,4392,242053,4907814,221.83309162821357,307511,24844
mod-ray0#7982777,6,382,0.8025210084033614,6,24,2,36,502,133,70,44.33333333333334,3,16,2604,213964,25.339849624060154,3106,476
Coby#5244803,627,10542,0.7633046122655854,30,120,18,111,34920,1418,1827,3.036402569593148,467,2487,143159,1929356,208.39421720733426,178079,13811
alrightbuh97,140,3377,0.6695083267248215,8,40,9,61,10459,231,589,2.851851851851852,81,726,54670,527395,225.34285714285718,65129,5044
StillJoJoLiving#5676486,202,3427,0.8130486358244365,10,78,9,111,5035,804,484,8.04,100,431,41742,1216892,69.76417910447762,46777,4215
한조#6598141,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Take_Ur_Toes#8370051,78,1397,0.7870422535211268,9,28,8,29,4387,221,159,2.9864864864864864,74,270,16088,274710,137.93484162895928,20475,1775
universe_52#9038410,420,12556,1.0290116374364855,15,143,10,111,32177,939,2186,3.3535714285714286,280,2332,126401,2528824,191.7399361022364,158578,12202
L9Nx TED#8865336,1077,25196,1.9105247194419168,28,210,11,111,67430,2337,2859,3.0232858990944367,773,2897,206417,5345118,199.78639281129654,273847,13188
AllGirlsTheSame#4862017,289,5601,0.8472243230978672,12,68,9,110,12862,636,889,3.4010695187165774,187,1068,64481,1096142,153.32452830188674,77343,6611
TheBlackhart362#5119297,0,1,0.16666666666666666,0,1,0,110,0,2,0,2.0,0,1,0,1175,0.0,0,6
gunrunner206,16,277,0.7936962750716332,14,15,8,0,1027,53,37,3.7857142857142856,14,68,4595,95760,189.8377358490566,5622,349
Sebu001#4800644,114,784,0.7641325536062378,3,41,1,110,67,524,166,524.0,1,118,310,544745,1.2034351145038171,377,1026
Vanila Concha#2298923,105,3663,1.0698014018691588,14,39,6,2,13188,224,567,1.982300884955752,113,610,44146,491450,317.84464285714284,57334,3424
MrKatz#1741396,262,7485,0.9450757575757576,19,66,10,17,24587,597,1202,1.9134615384615383,312,1191,78019,1075847,301.40603015075374,102606,7920
shoozy1122#5373905,23,441,0.7033492822966507,7,14,2,12,1588,69,71,4.6,15,108,14740,92221,173.80869565217392,16328,627
Bacon780,356,6536,0.9534646243617796,13,57,8,110,26680,617,1200,2.592436974789916,238,1426,103168,983852,168.22949756888167,129848,6855
Nacho libre7733#4783366,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,0,0.0,0,4
LaTeR_KiD-_-#5158276,3,4,1.0,0,1,0,0,0,3,2,3.0,0,0,0,2425,0.0,0,4
Stirx#3244159,0,18,0.8181818181818182,0,3,0,110,0,11,2,11.0,0,8,0,10395,0.0,0,22
drake27126#1689726,74,1864,0.9505354411014788,8,29,5,110,6816,167,352,2.609375,64,387,21652,291590,222.62514970059883,28468,1961
UFA#8125635,664,11328,0.9052261467156784,13,122,15,110,32361,1566,1768,2.636363636363636,594,1399,131438,1965453,199.92298850574718,163799,12514
Sathurakunndy#5935498,544,18991,0.94220083349871,16,152,7,23,57849,1080,4816,2.4770642201834856,436,4148,188196,2835417,232.00333333333333,246045,20156
anouNL#5405149,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
7sen#9847407,517,21214,1.3369044618099322,23,160,12,110,75618,1104,3765,2.732673267326733,404,3142,205381,3172834,210.80489130434785,280999,15868
Aeztka#2790735,388,11904,1.2116030534351143,19,98,9,28,33705,820,3261,3.025830258302583,271,1246,183137,1496304,228.62853658536582,216842,9825
jtfindley#8503126,266,8187,0.8920244061887121,24,96,10,111,16557,854,1193,3.5882352941176467,238,1364,89765,1473432,174.34355971896954,106322,9178
zarakii___kh#3119584,0,8,0.4444444444444444,0,2,0,110,0,9,2,9.0,0,2,0,6295,0.0,0,18
angeloH-Oj#1401198,213,222,0.3706176961602671,0,28,0,1,0,294,39,294.0,0,0,0,273340,0.0,0,599
zounait22#1342505,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Wankpants#1335633,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
KaJlAcKa#3818704,15,281,0.9213114754098358,9,8,4,0,1086,31,26,2.2142857142857144,14,90,6211,36215,302.6129032258065,7297,305
dannybeyer14#9862072,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Ucl-Markirre01#1052835,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,1
Frost_wreek#4831617,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
milesfarstjapan,7,191,0.8925233644859814,8,6,3,38,804,14,31,2.333333333333333,6,38,5139,27810,327.42857142857133,5943,214
xXnutmaster69Xx#7768855,1210,44067,0.9026608492595096,41,277,17,111,132368,3782,7709,3.6226053639846745,1044,9598,457669,8216452,165.43453199365416,590037,48819
Sungis#1306605,5,195,1.054054054054054,7,8,2,0,956,15,21,1.875,8,39,3486,35190,244.88,4442,185
Christian24Ramos#9910128,0,2972,1.1883246701319472,0,128,2,111,0,841,779,841.0,0,321,0,2112084,0.0,0,2501
Frogwitagingeral#3214917,730,7119,0.9809838776353864,9,161,11,110,17370,1830,1591,5.382352941176472,340,1121,69647,3215100,56.10229508196721,87017,7257
Seven_7_Sette#7128191,619,6911,0.6289588642155078,9,168,6,111,13902,2268,1095,8.964426877470355,253,1282,102152,3553801,88.10952380952381,116054,10988
Tofu#8477339,84,2604,0.9980835569183596,10,37,6,110,6400,184,599,2.591549295774648,71,478,21577,451706,222.5282608695652,27977,2609
Piramide33#4230704,156,2122,0.8923465096719932,10,40,12,110,6097,448,388,3.895652173913044,115,446,23222,517969,83.69196428571429,29319,2378
killb#2442471,401,11239,1.1261523046092183,13,97,11,110,38916,896,1704,2.022573363431152,443,1613,129790,1494330,232.5113839285714,168706,9980
GOTCHEEEZE,1,4,0.2352941176470588,2,1,1,0,10,2,1,2.0,1,0,148,725,283.2,158,17
Borat Sagdiyev#6161383,220,6469,1.1084647018505829,17,53,8,12,13604,455,979,3.053691275167785,149,842,61282,914769,202.67736263736262,74886,5836
valogaa#8941860,91,681,0.971469329529244,10,28,9,9,1259,209,84,4.976190476190476,42,120,4444,285760,65.34258373205742,5703,701
TTVTeddyTurtle#7845467,40,977,0.8684444444444445,10,20,6,110,4167,84,195,2.27027027027027,37,298,18326,164710,285.1,22493,1125
So7e#8934771,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
teitatz,1057,30799,1.001821552873825,14,213,14,111,114304,2930,5379,2.6301615798922797,1114,7148,500180,5475373,161.01645051194538,614484,30743
shaunabiss81#9226082,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
XPFDGC#8903897,0,1,0.5,0,1,0,0,0,1,1,1.0,0,0,0,425,0.0,0,2
shifaz7000#1656799,2,2,0.4,0,1,0,0,0,2,1,2.0,0,0,0,1175,0.0,0,5
Eximious#1376551,0,0,0.0,0,1,0,110,0,1,0,1.0,0,0,0,200,0.0,0,4
marounk2006#7232596,226,3425,0.8581809070408419,14,55,8,22,8507,441,872,5.653846153846152,78,547,48009,964366,108.71428571428572,56516,3991
Stone Island#4702149,0,1695,0.9685714285714284,0,112,5,111,0,768,317,768.0,0,501,0,1745900,0.0,0,1750
mqsnvro#2530705,13,305,0.6448202959830867,9,9,5,0,1349,43,35,2.15,20,97,6390,42655,269.3023255813953,7739,473
A4Rain,35,30,0.3296703296703297,0,7,0,0,0,47,5,47.0,0,0,0,29197,0.0,0,91
dede_tny#5783541,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
mshoo6_#5590774,25,533,0.7549575070821529,7,13,6,0,2213,42,114,2.625,16,102,12093,81135,336.0285714285715,14306,706
Iboprofen#2165173,610,8885,0.8268962308050256,15,89,10,110,32680,1177,1383,2.477894736842105,475,1971,94866,1359901,190.57977909940533,127546,10745
GTX-SK8#6905609,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
djdmadden#6041982,0,152,1.2991452991452992,0,17,3,10,0,64,30,64.0,0,0,0,124375,0.0,0,117
mck0523#7387469,5,433,0.9271948608137044,7,12,2,0,1760,14,49,1.75,8,90,5649,68090,344.01428571428573,7409,467
bawelin,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
TrippyChimp#5791157,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Raid shot#7045233,0,45,0.6818181818181818,0,8,0,111,0,30,8,30.0,0,21,0,35050,0.0,0,66
Danger1248#2056031,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Jmac442#4874565,684,22246,1.0348902121324897,15,165,10,19,62647,1425,3577,2.68361581920904,531,4992,286917,3399508,233.5818947368421,349564,21496
SalamiMami_#5211775,43,997,0.7558756633813495,8,22,14,0,3520,100,154,1.9230769230769231,52,173,14699,184450,286.11,18219,1319
haywire1865#9248665,3,5,0.12195121951219512,3,1,1,0,12,4,0,4.0,1,1,157,675,203.4,169,41
RejjieGreen#1886504,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,300,0.0,0,2
CaptainZgeg02#4923298,350,16882,1.1226226891873918,17,169,13,111,53290,1070,2450,3.1845238095238093,336,3823,212471,3581535,157.61719626168224,265761,15038
Keytwo#5470460,0,28,0.7567567567567568,0,5,0,0,0,18,2,18.0,0,0,0,21975,0.0,0,37
K9Dutts#7925686,229,3468,0.881769641495042,10,167,8,111,3636,1443,654,37.973684210526315,38,555,23134,3503708,13.871517671517672,26770,3933
moltron7#4997705,516,12876,0.9401971522453452,11,186,12,111,48605,1747,2105,5.391975308641976,324,2889,252622,4292900,121.6859759587865,301227,13695
chadneel,0,9,0.32142857142857145,0,2,0,111,0,7,1,7.0,0,6,0,6190,0.0,0,28
DecidedRock,586,15010,1.01247892074199,19,134,12,34,48571,1174,2262,2.5689277899343543,457,3221,168685,2268039,271.91601362862014,217256,14825
sorminator21#6256349,481,11707,0.8940736215060333,17,180,9,111,33384,1583,2016,6.3320000000000025,250,2484,170715,4064807,101.48907138344916,204099,13094
shapperd,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2
Azalid#6015787,10,259,0.9847908745247148,8,7,5,5,1074,21,41,2.1,10,54,4157,30885,329.14285714285717,5231,263
KingShennyBoi#8621592,16,47,0.4947368421052632,3,4,1,0,83,19,7,9.5,2,13,1008,16330,80.71578947368421,1091,95
KOMMA#4075165,849,12542,0.9534017483846446,15,138,13,111,45099,2142,2603,3.24054462934947,661,2222,167672,2378297,179.66274509803924,212771,13155
raquel_fer14#1560990,10,153,0.4346590909090909,7,7,5,110,283,61,42,4.066666666666666,15,37,3090,34910,166.66229508196722,3373,352
Lawless_Fishing#9645752,537,11191,1.0428664616531544,12,90,11,1,35634,1023,1750,2.2095032397408207,463,2594,158210,1376161,184.57888563049846,193844,10731
Tracy#1023014,9,306,0.95625,10,9,2,46,1175,19,86,2.1111111111111107,9,84,8131,43895,294.09473684210525,9306,320
Q7 X1#4245598,225,5367,0.8834567901234568,10,51,9,110,9487,565,822,2.2244094488188977,254,625,75426,835251,281.72070796460173,84913,6075
o-Blasphemy-o#8083773,254,7716,1.1594290007513148,18,56,8,8,28360,492,1176,2.256880733944954,218,1123,117630,970079,275.85,145990,6655
itayabu2008#9561132,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,100,0.0,0,2
Safaera#2909646,2,127,1.1238938053097345,2,16,1,110,35,49,24,49.0,1,8,502,109030,20.926530612244896,537,113
Puddnchoices#1551489,32,344,0.5425867507886435,5,10,3,0,1194,48,41,3.692307692307693,13,72,7068,49660,255.85,8262,634
Rapmonster1219#8747888,39,49,0.4152542372881356,0,8,0,110,0,57,6,57.0,0,2,0,37780,0.0,0,118
Rostty#9619528,248,8667,1.0490196078431373,14,106,11,70,39633,763,1507,3.0766129032258065,248,2024,185312,1646093,190.68440366972482,224945,8262
Manly#7180326,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
ElPerdoo1#9321863,609,34138,1.1138009787928222,18,263,15,111,104651,2404,4521,2.506777893639208,959,6522,445341,7611957,195.35590682196343,549992,30650
LXC#5285462,12,229,0.7869415807560137,12,10,4,0,1173,51,73,5.1,10,42,5749,51539,179.25882352941173,6922,291
Koochie Man#7877971,300,6455,0.806875,15,87,19,111,21079,703,884,3.48019801980198,202,2543,87750,1339019,147.9465149359886,108829,8000
Piloto_433#5170371,0,92,0.25842696629213485,0,17,0,110,0,168,16,168.0,0,27,0,121750,0.0,0,356
jameroX11#6027613,633,14886,0.9222476922123783,14,123,9,110,65095,1232,2496,2.192170818505338,562,2759,306262,1985102,266.3474025974026,371357,16141
Polska-627#4795172,0,2,0.2222222222222222,0,1,0,0,0,5,0,5.0,0,0,0,2875,0.0,0,9
PilotEnzym#5758247,223,4329,1.0205091937765205,13,42,10,5,19669,400,893,2.684563758389262,149,839,68674,582773,231.3165,88343,4242
VooDoo#2781505,645,25660,0.9869989999230708,20,244,14,113,85414,2317,5734,3.855241264559068,601,6294,357563,6816050,147.9335347432024,442977,25998
Flagman99#4814872,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
k-langawi7#6514926,186,6326,0.8079182630906769,18,62,11,26,24161,421,994,2.063725490196078,204,1792,127581,1034506,276.7296912114014,151742,7830
rudy#7496286,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Hacca137#5428172,6,8,0.32,1,2,1,0,12,10,1,10.0,1,1,100,6525,43.5,112,25
onizuukaaaa_89#7528061,379,9637,1.0937464532970151,19,178,12,96,22918,1396,1969,6.345454545454548,220,1307,73717,3962450,98.61361031518624,96635,8811
fountas#7300710,0,405,1.0099750623441397,0,26,1,111,0,123,97,123.0,0,106,0,239739,0.0,0,401
DoubleTap#2520142,1341,14451,0.8364783514702477,21,179,13,112,28901,3137,2270,2.9622285174693106,1059,2486,188916,3996610,172.9786420146637,217817,17276
Raderzzz,137,5308,0.9919641188562884,14,49,9,41,23612,310,891,2.0945945945945947,148,1514,103016,771965,237.26516129032257,126628,5351
Ariakos#7415390,5,11,0.4782608695652174,0,2,0,0,0,5,2,5.0,0,0,0,4870,0.0,0,23
e30Collective#1243894,449,4455,0.7135992311388756,13,72,11,30,11295,719,710,5.135714285714286,140,951,73169,1145031,140.147983310153,84464,6243
babyjeezus450#5870895,25,90,0.7377049180327869,6,8,1,34,117,27,16,13.5,2,5,377,36651,20.75555555555556,494,122
Wolfgang1107861#1728706,0,2,1.0,0,1,0,110,0,1,0,1.0,0,0,0,1200,0.0,0,2
Bandziorek93#7277330,3,67,0.8701298701298701,4,3,1,20,320,5,12,5.0,1,19,1436,11070,290.16,1756,77
HerrCron#9655126,0,51,0.85,0,6,0,110,0,31,15,31.0,0,26,0,27075,0.0,0,60
JurassicGamer91#5409971,16,181,0.4189814814814815,6,9,2,0,561,47,31,5.875,8,49,3011,44325,127.3404255319149,3572,432
Wicked_Mane#9427167,199,5437,0.9022568868237636,15,50,10,110,14850,539,972,2.7222222222222223,198,1092,40761,811851,187.76549165120602,55611,6026
aram_wamderswoos#1278486,546,9952,0.9360421369450714,11,137,9,33,25580,1024,1483,2.9257142857142857,350,1928,99960,2336846,205.7490234375,125540,10632
TSM_myth#1413212,14,141,0.7540106951871658,4,10,0,2,185,58,21,58.0,0,8,682,55725,16.117241379310347,867,187
XxStreetCrazyxX#9385139,6,232,1.1372549019607845,7,9,3,0,450,24,21,4.0,6,37,1576,47280,177.175,2026,204
korrtana#4974478,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,1500,0.0,0,3
BzS_Boa#6993633,44,1261,0.7707823960880196,9,39,5,110,3274,299,287,6.229166666666668,48,316,16540,507961,65.43411371237458,19814,1636
黒の孤高剣士直樹#5756180,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
anon74454331#3947599,2,13,0.3023255813953488,2,1,0,0,82,3,1,3.0,0,9,506,1675,262.2,588,43
Thanatophobia#1979472,306,7696,1.0821147356580427,14,81,10,46,21752,744,1513,3.220779220779221,231,1263,87611,1255435,170.93629032258062,109363,7112
BrooklynKiller6#4810018,187,3540,1.0111396743787489,10,45,6,110,13178,417,569,3.756756756756757,111,780,65565,652595,196.15827338129498,78743,3501
DAHARIS#4735292,0,8,0.42105263157894735,0,3,0,110,0,10,2,10.0,0,6,0,9424,0.0,0,19
YAMAHA YZ426661#7536394,9,72,0.4931506849315068,6,3,2,0,142,12,6,4.0,3,10,982,10375,160.4,1124,146
yo dads jiblits#2597868,112,2700,0.9090909090909092,11,36,10,111,10233,306,448,2.6842105263157894,114,583,33105,439371,172.96470588235294,43338,2970
Ciroques#6874340,432,3583,0.8420681551116334,11,108,12,110,10669,1125,413,9.221311475409836,122,455,55368,1676010,66.184,66037,4255
LongMeat#2339613,652,14339,1.0324740783410138,19,143,13,111,31207,1617,2424,2.8619469026548674,565,2269,166885,2538405,164.31539888682747,198092,13888
RishiP5721#3039219,0,14,0.56,0,3,0,110,0,10,3,10.0,0,4,0,11165,0.0,0,25
The Pool Boy#8399508,1163,13412,0.7886164520491562,13,121,23,88,35405,1912,1797,2.8665667166416786,667,2280,136337,1932800,266.45836820083684,171742,17007
KlutchHands#2993205,250,4339,0.7318266149434981,9,48,8,110,13947,576,613,3.310344827586207,174,986,124249,746265,171.9645833333333,138196,5929
HansenSchimp#1490405,0,112,0.7567567567567568,0,12,3,110,0,39,19,39.0,0,14,0,68103,0.0,0,148
alfrer1988#3053943,26,151,0.3304157549234136,5,11,10,110,636,71,27,3.736842105263158,19,51,3627,60414,180.8957746478873,4263,457
Melisaac219#1486931,100,1803,0.8597997138769671,16,46,5,110,1981,505,200,5.941176470588236,85,224,22920,670966,117.9481188118812,24901,2097
GuilleJuega#8934571,0,1,0.5,0,1,0,110,0,1,1,1.0,0,2,0,650,0.0,0,2
Kirito#3575656,831,29849,1.006372218476062,18,220,20,110,52514,2332,4648,2.84390243902439,820,3505,272581,5753558,212.79571183533452,325095,29660
KCVenom#8740382,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,675,0.0,0,2
Ireeek,730,15499,1.0389462394422846,13,163,9,111,47495,1947,2360,4.916666666666667,396,2378,193742,3318792,133.07057010785823,241237,14918
Craftynose40777#2757699,10,252,0.8904593639575972,7,8,7,0,1130,28,36,1.8666666666666667,15,76,6578,36210,239.3142857142857,7708,283
youngmajesty98,531,10894,0.9948858447488584,19,104,15,56,53474,1342,1811,2.1892332789559545,613,2680,255864,1607516,218.3816691505216,309338,10950
TrouterSKnYt#4602117,0,5,0.21739130434782608,0,2,0,110,0,12,2,12.0,0,2,0,5285,0.0,0,23
showside_#5042548,0,2,0.5,0,1,0,0,0,2,0,2.0,0,0,0,1275,0.0,0,4
serpentar09#2362538,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Lyrypaine#2330060,0,1,0.5,0,1,0,0,0,1,1,1.0,0,0,0,375,0.0,0,2
whk1x9P_Bandit#8983724,1,5,0.3125,5,1,1,0,58,2,2,2.0,1,0,195,1125,181.5,253,16
sil3ntsTrApredot#1831926,0,38,0.6229508196721312,0,6,0,110,0,31,7,31.0,0,28,0,22550,0.0,0,61
Taxor#8246509,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
narctick#1613826,0,1,1.0,0,1,0,0,0,1,0,1.0,0,0,0,375,0.0,0,1
keff link#4337661,284,5639,0.8550416982562548,12,48,9,14,11143,516,922,2.5544554455445545,202,948,30689,731082,234.2755813953489,41832,6595
Penetrius#8638631,87,3581,1.094772240904922,9,122,14,111,9145,724,753,8.619047619047619,84,481,35803,1960326,60.92486187845304,44948,3271
Prime 0117#7592199,1151,35285,1.422380779618656,20,245,38,111,109984,2903,6216,3.2617977528089885,890,6081,369027,6822913,195.78353427488804,479011,24807
mevij,0,25,0.3472222222222222,0,6,1,110,0,28,4,28.0,0,7,0,25518,0.0,0,72
Delmarpr#8997918,347,7503,0.9806561233825644,17,86,16,110,22348,816,1739,2.833333333333333,288,1196,75387,1318396,272.7705882352941,97735,7651
dopexpope#4213653,120,2740,0.9448275862068966,11,31,11,110,10178,274,527,2.0916030534351147,131,458,45620,332605,264.9175182481752,55798,2900
Thebigdog7462#8284483,362,8778,0.9025293028994448,12,107,31,110,21426,1028,1565,2.390697674418605,430,1502,105256,1650022,180.2854085603113,126682,9726
goodgoodjones17#1655197,4,1,0.024390243902439025,1,1,0,0,12,4,0,4.0,0,0,222,260,278.85,234,41
JustinRD20#1851008,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,300,0.0,0,2
fxttvpanther3#1976678,161,2744,0.7880528431935669,8,46,6,110,9303,483,718,7.3181818181818175,66,569,40379,694855,95.67826086956522,49682,3482
nikmaou#3017044,0,193,0.772,0,25,1,110,0,119,32,119.0,0,13,0,231190,0.0,0,250
BURLEYxRAGE#8200010,279,11175,1.5735004224162208,11,279,10,111,9748,2157,2320,26.304878048780488,82,1254,53171,8315522,18.907093184979136,62919,7102
teentwin92#2756054,6,11,0.275,3,1,1,110,24,8,0,4.0,2,3,526,1575,202.875,550,40
IcyFlames11166#5656605,4,540,1.4323607427055702,10,32,3,110,284,141,109,141.0,0,66,1029,349806,5.953191489361703,1313,377
OP_royale_king_-#1785466,29,933,0.9228486646884272,11,17,7,1,3954,70,211,2.121212121212121,33,174,16177,123058,276.2142857142857,20131,1011
rockpapersizors#5637912,42,608,0.5135135135135135,8,16,4,10,1265,100,113,2.631578947368421,38,79,5052,111600,389.85,6317,1184
VID3M0N10#3361918,0,96,0.5363128491620112,0,13,0,14,0,75,14,75.0,0,0,0,82671,0.0,0,179
Donz#3280133,98,145,0.5753968253968254,2,25,3,110,6,110,15,36.66666666666666,3,3,86,230550,1.461818181818182,92,252
BlueWolf4211886#9100044,2,5,0.16666666666666666,2,1,0,0,40,2,1,2.0,0,9,346,1575,329.7,386,30
zEnsar01#7593756,7,344,1.1428571428571428,9,10,4,0,1364,31,33,2.3846153846153846,13,58,4738,54195,219.1161290322581,6102,301
elpapi#4558050,154,7102,0.9008117706747844,14,99,11,58,23640,602,1175,3.401129943502825,177,1890,94030,1520130,132.37574750830564,117670,7884
mcguffco#8853143,480,11621,0.8767257638626933,13,189,10,111,29663,2016,2085,6.975778546712803,289,1978,134483,4435717,104.06398809523807,164146,13255
xXCamzzXx#2733974,127,3711,0.9452368823229752,11,51,5,110,13071,424,492,5.234567901234568,81,760,49248,849206,127.20141509433962,62319,3926
bliss-base6#4483124,11,147,0.8497109826589595,9,6,1,44,621,15,24,5.0,3,46,3638,23880,244.04,4259,173
